,Calculation,Simulation
0,0.190964441599855,0.192964441599855
1,0.216830920190583,0.214830920190583
2,0.243152227179146,0.244152227179146
3,0.271567743710598,0.272567743710598
4,0.303031915483742,0.301031915483742
5,0.337955304846925,0.335955304846925
6,0.375918575151355,0.373918575151355
7,0.415016226394127,0.413016226394127
8,0.451044233313382,0.453044233313382
9,0.477409148348181,0.479409148348181
10,0.487221773167033,0.486221773167033
11,0.477409148348181,0.475409148348181
12,0.451044233313382,0.450044233313382
13,0.415016226394127,0.413016226394127
14,0.375918575151355,0.377918575151355
15,0.337955304846926,0.335955304846926
16,0.303031915483742,0.305031915483742
17,0.271567743710598,0.270567743710598
18,0.243152227179146,0.244152227179146
19,0.216830920190583,0.213830920190583
20,0.190964441599855,0.192964441599855
