,Calculation,Simulation
0,0.14306685213211,0.14106685213211
1,0.155360673564193,0.156360673564193
2,0.169550480447362,0.167550480447362
3,0.185942286976722,0.183942286976722
4,0.204799603065937,0.202799603065937
5,0.226208555203993,0.224208555203993
6,0.249805559623631,0.250805559623631
7,0.274318166624831,0.272318166624831
8,0.297026384661879,0.299026384661879
9,0.313694824898701,0.310694824898701
10,0.31990720669431,0.31690720669431
11,0.313694824898701,0.310694824898701
12,0.297026384661879,0.293026384661879
13,0.274318166624831,0.276318166624831
14,0.249805559623631,0.246805559623631
15,0.226208555203993,0.229208555203993
16,0.204799603065937,0.206799603065937
17,0.185942286976722,0.183942286976722
18,0.169550480447362,0.166550480447362
19,0.155360673564193,0.157360673564193
20,0.14306685213211,0.14106685213211
