,Calculation,Simulation
0,0.092666619567932,0.092566619567932
1,0.08617004329569,0.08657004329569
2,0.080816850932585,0.080416850932585
3,0.076225314379057,0.076625314379057
4,0.072563583892541,0.072963583892541
5,0.070232813269329,0.070632813269328
6,0.069618090781506,0.069218090781506
7,0.070955925281057,0.070555925281057
8,0.07409267756706,0.07404267756706
9,0.077900315697774,0.077400315697774
10,0.079853582092956,0.079125358209296
11,0.077900315697774,0.077130031569777
12,0.07409267756706,0.07439267756706
13,0.070955925281057,0.070555925281057
14,0.069618090781506,0.069218090781506
15,0.070232813269329,0.070632813269328
16,0.072563583892541,0.072263583892541
17,0.076225314379057,0.076625314379057
18,0.080816850932585,0.080416850932585
19,0.08617004329569,0.08657004329569
20,0.092666619567932,0.092266619567932
