,Calculation,Simulation
0,0.096262450126152,0.096562450126152
1,0.089513781055096,0.089313781055096
2,0.083952863701341,0.083125286370134
3,0.079183157408533,0.079583157408533
4,0.075379337327719,0.075079337327719
5,0.072958123605684,0.072558123605684
6,0.072319547459264,0.072619547459264
7,0.073709295217308,0.073100929521731
8,0.076967765871546,0.076567765871546
9,0.080923155388993,0.080623155388993
10,0.082952216229088,0.082125221622909
11,0.080923155388993,0.080623155388993
12,0.076967765871546,0.076567765871546
13,0.073709295217308,0.073409295217308
14,0.072319547459264,0.072619547459264
15,0.072958123605684,0.072558123605684
16,0.075379337327719,0.075679337327719
17,0.079183157408533,0.079483157408533
18,0.083952863701341,0.083552863701341
19,0.089513781055096,0.089113781055096
20,0.096262450126152,0.096562450126152
