,Calculation,Simulation
0,0.122734623910844,0.122134623910844
1,0.12084360442438,0.12024360442438
2,0.122151416685451,0.122751416685451
3,0.115211494029415,0.115811494029415
4,0.10967693581183,0.10907693581183
5,0.106154069846271,0.106854069846271
6,0.108479321188896,0.108979321188896
7,0.110563942825962,0.110063942825962
8,0.115451648807318,0.115951648807318
9,0.12138473308349,0.12198473308349
10,0.124428324343633,0.124928324343633
11,0.12138473308349,0.12198473308349
12,0.115451648807318,0.115951648807318
13,0.110563942825962,0.110063942825962
14,0.108479321188897,0.108979321188897
15,0.10615406984627,0.10575406984627
16,0.10967693581183,0.10907693581183
17,0.115211494029415,0.115811494029415
18,0.122151416685451,0.122951416685451
19,0.12084360442438,0.12004360442438
20,0.122734623910844,0.122034623910844
