,Calculation,Simulation
0,0.122584444502304,0.122984444502304
1,0.120695738887663,0.120095738887663
2,0.122001950895557,0.122601950895557
3,0.115070520003675,0.115970520003675
4,0.109542733931172,0.109042733931172
5,0.106024178582374,0.106824178582374
6,0.108346584722397,0.108946584722397
7,0.110428655593962,0.110928655593962
8,0.115310380925604,0.115910380925604
9,0.121236205415914,0.121936205415914
10,0.124276072504989,0.124976072504989
11,0.121236205415913,0.121836205415913
12,0.115310380925604,0.115910380925604
13,0.110428655593961,0.110028655593961
14,0.108346584722397,0.108946584722397
15,0.106024178582374,0.106824178582374
16,0.109542733931172,0.109942733931172
17,0.115070520003675,0.115770520003675
18,0.122001950895557,0.122601950895557
19,0.120695738887663,0.120095738887663
20,0.122584444502304,0.122984444502304
