,Calculation,Simulation
0,0.135632734755781,0.135032734755781
1,0.12656355881339,0.12606355881339
2,0.118518191124752,0.119018191124752
3,0.111376762757659,0.111976762757659
4,0.110000945513737,0.110900945513737
5,0.110421548066716,0.110021548066716
6,0.111816687373126,0.111016687373126
7,0.110004778956812,0.110904778956812
8,0.110975772886328,0.110075772886328
9,0.109019387076986,0.109919387076986
10,0.109571238872421,0.109971238872421
11,0.110588780852622,0.110988780852622
12,0.112125048264287,0.112825048264287
13,0.114887035219529,0.114087035219529
14,0.117994128818742,0.117094128818742
15,0.120004617134601,0.120904617134601
16,0.121262874971917,0.121962874971917
17,0.122433549237673,0.122933549237673
18,0.122926500771664,0.122026500771664
19,0.122433549237674,0.122933549237674
20,0.121262874971917,0.121962874971917
21,0.120004617134602,0.120904617134602
22,0.117994128818742,0.117094128818742
23,0.11488703521953,0.11408703521953
24,0.112125048264287,0.112925048264287
25,0.110588780852622,0.110088780852622
26,0.109571238872421,0.109971238872421
27,0.109019387076986,0.109919387076986
28,0.110975772886328,0.110075772886328
29,0.110004778956813,0.110904778956813
30,0.111816687373126,0.111016687373126
31,0.110421548066716,0.110921548066716
32,0.110000945513737,0.110900945513737
33,0.11137676275766,0.11197676275766
34,0.118518191124752,0.118018191124752
35,0.126563558813391,0.126063558813391
36,0.135632734755781,0.135032734755781
