,Calculation,Simulation
0,0.096144662354748,0.096944662354748
1,0.089404251027899,0.089904251027899
2,0.083850138072548,0.083050138072548
3,0.079086268043763,0.079986268043763
4,0.075287102358194,0.075987102358194
5,0.072868851259364,0.072068851259364
6,0.072231056481598,0.072931056481598
7,0.073619103729308,0.073019103729308
8,0.076873587283736,0.076073587283736
9,0.080824136943942,0.080024136943942
10,0.082850715003326,0.082050715003326
11,0.080824136943942,0.080024136943942
12,0.076873587283736,0.076073587283736
13,0.073619103729308,0.073019103729308
14,0.072231056481598,0.072931056481598
15,0.072868851259363,0.072068851259363
16,0.075287102358194,0.075987102358194
17,0.079086268043763,0.079986268043763
18,0.083850138072548,0.083050138072548
19,0.089404251027898,0.089904251027898
20,0.096144662354748,0.096944662354748
