,Calculation,Simulation
0,0.152686105124618,0.152086105124618
1,0.142476643862725,0.142976643862725
2,0.133419716278943,0.133919716278943
3,0.125380382084574,0.125980382084574
4,0.12383158063398,0.12303158063398
5,0.12430506637277,0.12490506637277
6,0.125875619286751,0.125075619286751
7,0.123835896063389,0.123035896063389
8,0.124928974968451,0.124028974968451
9,0.122726608925421,0.122026608925421
10,0.123347846131931,0.123947846131931
11,0.124493325665595,0.124993325665595
12,0.126222750998936,0.126922750998936
13,0.129332008003599,0.129932008003599
14,0.132829762588992,0.132029762588992
15,0.135093033553039,0.135093033553039
16,0.136509494621735,0.136009494621735
17,0.137827360064246,0.137027360064246
18,0.139673713771275,0.139073713771275
19,0.137827360064246,0.137027360064246
20,0.136509494621735,0.136009494621735
21,0.135093033553039,0.135993033553039
22,0.132829762588992,0.132029762588992
23,0.129332008003599,0.129932008003599
24,0.126222750998936,0.126822750998936
25,0.124493325665595,0.124993325665595
26,0.123347846131931,0.123947846131931
27,0.122726608925421,0.122026608925421
28,0.124928974968451,0.124028974968451
29,0.12383589606339,0.12303589606339
30,0.125875619286751,0.125075619286751
31,0.12430506637277,0.12490506637277
32,0.12383158063398,0.12303158063398
33,0.125380382084575,0.125980382084575
34,0.133419716278943,0.133919716278943
35,0.142476643862727,0.142976643862727
36,0.152686105124618,0.152086105124618
