,Calculation,Simulation
0,0.147162669984597,0.147962669984597
1,0.137322537006038,0.137922537006038
2,0.128593244684391,0.128093244684391
3,0.120844734209413,0.120044734209413
4,0.119351960806362,0.119951960806362
5,0.119808318151145,0.119008318151145
6,0.121322056156217,0.121922056156217
7,0.11935612012468,0.11995612012468
8,0.12040965679091,0.12090965679091
9,0.118286961559991,0.118986961559991
10,0.118885725448356,0.118085725448356
11,0.119989767145203,0.119089767145203
12,0.121656630343958,0.121056630343958
13,0.124653409665174,0.124053409665174
14,0.128024632628241,0.128924632628241
15,0.130206029538562,0.130906029538562
16,0.131571249986279,0.131971249986279
17,0.132841441514462,0.132041441514462
18,0.134621003191279,0.134021003191279
19,0.132841441514462,0.132041441514462
20,0.131571249986279,0.131071249986279
21,0.130206029538562,0.130806029538562
22,0.128024632628241,0.128924632628241
23,0.124653409665175,0.124053409665175
24,0.121656630343958,0.121056630343958
25,0.119989767145203,0.119089767145203
26,0.118885725448356,0.118085725448356
27,0.118286961559991,0.118986961559991
28,0.120409656790911,0.120009656790911
29,0.11935612012468,0.11995612012468
30,0.121322056156217,0.121922056156217
31,0.119808318151144,0.119008318151144
32,0.119351960806362,0.119951960806362
33,0.120844734209413,0.120044734209413
34,0.128593244684391,0.128093244684391
35,0.13732253700604,0.13792253700604
36,0.147162669984597,0.147962669984597
